"Side","Deck","Num","GID","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","IID","Spending","HasSpent","GroupSize","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupTransportedPct","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinSize","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","CabinNumCryo","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct","Cabin","PassengerId","Name","Transported","Train","LastName","GroupCabinMode"
"P","A",21,2628,"Europa","FALSE","55 Cancri e",51,"FALSE",0,6,0,2085,67,2,2158,TRUE,2,0,1,1,1,0.5,2,1,1,"Europa","55 Cancri e",2,1,1,0.5,1,1,1,1,4,0,0,2,1,0.5,1,1,1,4,1,0.25,"A/21/P","2628_02","Sadlam Amoutake","FALSE","TRUE","Amoutake","A/21/P"
"S","A",21,1724,"Europa","FALSE","55 Cancri e",59,"FALSE",8,1563,0,73,31,1,1675,TRUE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,0,2,1,0.5,1,1,1,4,1,0.25,4,0,0,2,1,0.5,"A/21/S","1724_01","Hekark Diateous","TRUE","TRUE","Diateous","A/21/S"
"P","A",22,2693,"Europa","FALSE","55 Cancri e",36,"TRUE",11,79,0,210,1895,2,2195,TRUE,4,0,1,0,4,0,4,1,2,"Europa","55 Cancri e",4,0,4,0,1,1,1,1,2,1,0.5,2,1,0.5,3,2,0.666666666666667,1,1,1,"A/22/P","2693_02","Jabbab Geousty","FALSE","TRUE","Geousty","A/22/P"
"P","A",22,2693,"Europa","TRUE","55 Cancri e",32.7380447712418,"FALSE",0,0,0,0,0,4,0,FALSE,4,0,1,0,4,0,4,1,2,"Europa","55 Cancri e",4,0,4,0,1,1,1,1,2,1,0.5,2,1,0.5,3,2,0.666666666666667,1,1,1,"A/22/P","2693_04","Mirfark Geousty","FALSE","TRUE","Geousty","A/22/P"
"P","A",22,2693,"Europa","FALSE","TRAPPIST-1e",57,"FALSE",0,1514,0,72,1393,1,2979,TRUE,4,0,1,0,4,0,4,1,2,"Europa","55 Cancri e",4,0,4,0,1,1,1,1,2,1,0.5,2,1,0.5,3,2,0.666666666666667,1,1,1,"A/22/P","2693_01","Krab Pentical","FALSE","TRUE","Pentical","A/22/P"
"P","A",22,2693,"Europa","FALSE","TRAPPIST-1e",55,"FALSE",0,846,0,263,2024,3,3133,TRUE,4,0,1,0,4,0,4,1,2,"Europa","55 Cancri e",4,0,4,0,1,1,1,1,2,1,0.5,2,1,0.5,3,2,0.666666666666667,1,1,1,"A/22/P","2693_03","Castram Geousty","FALSE","TRUE","Geousty","A/22/P"
"S","A",22,1854,"Europa","FALSE","55 Cancri e",53,"FALSE",0,13527,0,0,771,1,14298,TRUE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,0,4,0,0,3,2,0.666666666666667,1,1,1,2,1,0.5,2,1,0.5,"A/22/S","1854_01","Gorab Unprive","TRUE","TRUE","Unprive","A/22/S"
"P","A",23,2798,"Europa","TRUE","55 Cancri e",38,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,1,3,2,0.666666666666667,1,0,0,4,0,0,1,1,1,1,1,1,"A/23/P","2798_02","Menchah Timleplet","TRUE","TRUE","Timleplet","A/23/P"
"P","A",23,2798,"Europa","FALSE","TRAPPIST-1e",37,"FALSE",6,437,224.145266666667,54,3030,1,3751.14526666667,TRUE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,1,3,2,0.666666666666667,1,0,0,4,0,0,1,1,1,1,1,1,"A/23/P","2798_01","Furudra Timleplet","FALSE","TRUE","Timleplet","A/23/P"
"S","A",23,1918,"Europa","TRUE","TRAPPIST-1e",0,"FALSE",0,0,0,0,0,1,0,FALSE,3,0,1,2,1,0.666666666666667,3,1,1,"Europa","TRAPPIST-1e",3,2,1,0.666666666666667,2,2,1,0.5,1,1,1,1,1,1,1,0,0,4,0,0,"A/23/S","1918_01","Nesham Assibler","FALSE","TRUE","Assibler","A/23/S"
"S","A",23,1918,"Europa","TRUE","TRAPPIST-1e",52,"FALSE",0,0,0,0,0,2,0,FALSE,3,0,1,2,1,0.666666666666667,3,1,1,"Europa","TRAPPIST-1e",3,2,1,0.666666666666667,2,2,1,0.5,1,1,1,1,1,1,1,0,0,4,0,0,"A/23/S","1918_02","Sheleb Assibler","TRUE","TRUE","Assibler","A/23/S"
"S","A",23,1918,"Europa","FALSE","TRAPPIST-1e",38,"FALSE",34,2043,0,1339,0,3,3416,TRUE,3,0,1,2,1,0.666666666666667,3,1,1,"Europa","TRAPPIST-1e",3,2,1,0.666666666666667,2,2,1,0.5,1,1,1,1,1,1,1,0,0,4,0,0,"A/23/S","1918_03","Hallux Assibler","TRUE","TRUE","Assibler","A/23/S"
"P","A",24,2835,"Europa","FALSE","55 Cancri e",26,"TRUE",0,186,281.294716666667,548,5058,1,6073.29471666667,TRUE,1,0,1,0,1,0,1,1,1,"Europa","55 Cancri e",1,0,1,0,0,1,1,1,1,0,0,2,1,0.5,1,1,1,3,2,0.666666666666667,"A/24/P","2835_01","Sadirk Unaring","FALSE","TRUE","Unaring","A/24/P"
"S","A",24,1973,"Europa","TRUE","55 Cancri e",39,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,1,1,0,0,1,1,1,3,2,0.666666666666667,1,0,0,2,1,0.5,"A/24/S","1973_01","Gomeron Clindy","TRUE","TRUE","Clindy","A/24/S"
"P","A",25,3088,"Europa","FALSE","TRAPPIST-1e",28,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,1,0,1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,0,1,1,1,0,0,0.0583333333333332,1,0,0,2,2,1,1,1,1,"A/25/P","3088_01","Dscha Dishearly","FALSE","TRUE","Dishearly","A/25/P"
"S","A",25,2007,"Europa","FALSE","55 Cancri e",30,"FALSE",0,5734,0,5,1,1,5740,TRUE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,0,1,0,0,2,2,1,1,1,1,0,0,0.0367071428571429,1,0,0,"A/25/S","2007_01","Aviton Gocent","TRUE","TRUE","Gocent","A/25/S"
"P","A",26,3187,"Europa","FALSE","55 Cancri e",31,"FALSE",45,3150,0,1656,0,1,4851,TRUE,1,0,1,0,0,0.442633333333332,1,1,1,"Europa","55 Cancri e",1,0,0,0.411659523809524,0,2,2,1,3,0,0,1,0,0,4,3,0.75,1,1,1,"A/26/P","3187_01","Misa Dompreced",NA,"FALSE","Dompreced","A/26/P"
"S","A",26,2086,"Europa","FALSE","TRAPPIST-1e",19,"FALSE",0,1342,0,152,556,2,2050,TRUE,2,0,1,2,0,1,2,1,1,"Europa","TRAPPIST-1e",2,2,0,1,0,0,0,0.0504583333333313,4,3,0.75,1,1,1,3,0,0,1,0,0,"A/26/S","2086_02","Aldera Wasterivel","TRUE","TRUE","Wasterivel","A/26/S"
"S","A",26,2086,"Europa","FALSE","TRAPPIST-1e",65,"FALSE",51,4451,0,20,397,1,4919,TRUE,2,0,1,2,0,1,2,1,1,"Europa","TRAPPIST-1e",2,2,0,1,0,0,0,0.0432916666666647,4,3,0.75,1,1,1,3,0,0,1,0,0,"A/26/S","2086_01","Marf Wasterivel","TRUE","TRUE","Wasterivel","A/26/S"
"P","A",27,3204,"Europa","FALSE","TRAPPIST-1e",46,"FALSE",0,131,651.0509,8873,469,3,10124.0509,TRUE,3,0,1,0,3,0,3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,0,4,3,0.75,0,0,0.0724999999999999,0,0,0.0622690476190463,1,1,1,2,2,1,"A/27/P","3204_03","Matan Wirdley","FALSE","TRUE","Wirdley","A/27/P"
"P","A",27,3204,"Europa","FALSE","TRAPPIST-1e",26,"FALSE",528.694783333333,1653,7,227,1457,1,3872.69478333333,TRUE,3,0,1,0,3,0,3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,0,4,3,0.75,0,0,0.0489428571428571,0,0,0.05232857142857,1,1,1,2,2,1,"A/27/P","3204_01","Sadra Wirdley","FALSE","TRUE","Wirdley","A/27/P"
"P","A",27,3204,"Europa","FALSE","TRAPPIST-1e",47,"FALSE",3865,3810,0,12,196,2,7883,TRUE,3,0,1,0,3,0,3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,0,4,3,0.75,0,0,0.053595238095238,0,0,0.0662999999999987,1,1,1,2,2,1,"A/27/P","3204_02","Alphah Wirdley","FALSE","TRUE","Wirdley","A/27/P"
"S","A",27,2215,"Europa","FALSE","TRAPPIST-1e",36,"FALSE",0,3206,0,698,72,4,3976,TRUE,4,0,1,3,1,0.75,4,1,2,"Europa","TRAPPIST-1e",4,3,1,0.75,1,3,0,0,1,1,1,2,2,1,0,0,0.04125,0,0,0.0469999999999998,"A/27/S","2215_04","Ranons Ingent","FALSE","TRUE","Ingent","A/27/S"
"S","A",27,2215,"Europa","TRUE","TRAPPIST-1e",32,"FALSE",0,0,0,0,0,3,0,FALSE,4,0,1,3,1,0.75,4,1,2,"Europa","TRAPPIST-1e",4,3,1,0.75,1,3,0,0,1,1,1,2,2,1,0,0,0.0425,0,0,0.0434999999999997,"A/27/S","2215_03","Grafi Quidedbolt","TRUE","TRUE","Quidedbolt","A/27/S"
"S","A",27,2215,"Europa","FALSE","TRAPPIST-1e",43,"FALSE",2,2229,33,6,198,2,2468,TRUE,4,0,1,3,1,0.75,4,1,2,"Europa","TRAPPIST-1e",4,3,1,0.75,1,3,0,0,1,1,1,2,2,1,0,0,0.0488166666666667,0,0,0.0454999999999997,"A/27/S","2215_02",NA,"TRUE","TRUE",NA,"A/27/S"
"S","A",27,2215,"Europa","FALSE","55 Cancri e",41,"TRUE",0,29813,0,1257,6,1,31076,TRUE,4,0,1,3,1,0.75,4,1,2,"Europa","TRAPPIST-1e",4,3,1,0.75,1,3,0,0,1,1,1,2,2,1,0,0,0.05675,0,0,0.0593333333333331,"A/27/S","2215_01","Pulchib Quidedbolt","TRUE","TRUE","Quidedbolt","A/27/S"
"P","A",28,3267,"Europa","TRUE","55 Cancri e",43,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.407292857142856,1,1,1,"Europa","55 Cancri e",1,0,0,0.453683333333334,1,1,1,1,1,0,0,3,0,0,2,0,0,4,3,0.75,"A/28/P","3267_01","Bens Mander",NA,"FALSE","Mander","A/28/P"
"S","A",28,2238,"Europa","TRUE","55 Cancri e",25,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,1,0,0,0.0432583333333312,2,0,0,4,3,0.75,1,0,0,3,0,0,"A/28/S","2238_01","Wasalm Droning","TRUE","TRUE","Droning","A/28/S"
"P","A",29,3276,"Europa","FALSE","TRAPPIST-1e",33,"FALSE",20,653,0,121,483,1,1277,TRUE,1,0,1,0,1,0,1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,0,2,0,0,1,1,1,0,0,0.0368333333333319,2,1,0.5,1,1,1,"A/29/P","3276_01","Prope Wirdley","FALSE","TRUE","Wirdley","A/29/P"
"S","A",29,2251,"Europa","FALSE","55 Cancri e",62,"FALSE",320,1179,756,4996,85,1,7336,TRUE,2,0,1,0,2,0,2,1,2,"Europa","55 Cancri e",2,0,2,0,0,1,0,0,2,1,0.5,1,1,1,1,1,1,0,0,0.0609333333333332,"A/29/S","2251_01","Yilduno Hoodjuded","FALSE","TRUE","Hoodjuded","A/29/S"
"S","A",29,2251,"Europa","FALSE","TRAPPIST-1e",58,"FALSE",2,1,14,2,1153,2,1172,TRUE,2,0,1,0,2,0,2,1,2,"Europa","55 Cancri e",2,0,2,0,0,1,0,0,2,1,0.5,1,1,1,1,1,1,0,0,0.0450714285714283,"A/29/S","2251_02","Zaurion Hoodjuded","FALSE","TRUE","Hoodjuded","A/29/S"
"P","A",3,298,"Europa","TRUE","55 Cancri e",57,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,1,1,1,1,3,2,0.666666666666667,1,1,1,0,0,0.0535277777777778,1,0,0,"A/3/P","0298_01","Ashird Sorbitter","TRUE","TRUE","Sorbitter","A/3/P"
"S","A",3,255,"Europa","TRUE","TRAPPIST-1e",24,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,1,1,1,1,0,0,0.0484388888888888,1,0,0,3,2,0.666666666666667,1,1,1,"A/3/S","0255_01","Ashir Mingious","TRUE","TRUE","Mingious","A/3/S"
"P","A",30,3360,"Europa","FALSE","TRAPPIST-1e",52,"TRUE",0,1429,0,1371,488,1,3288,TRUE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,0,2,1,0.5,1,0,0,1,0,0,0,0,0.04025,2,0,0,"A/30/P","3360_01","Izares Brailidy","TRUE","TRUE","Brailidy","A/30/P"
"S","A",30,2336,"Europa","TRUE","55 Cancri e",45,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,1,1,1,1,0,0,0.0281249999999998,2,0,0,1,0,0,1,0,0,"A/30/S","2336_01","Alhail Fulatorly","TRUE","TRUE","Fulatorly","A/30/S"
"S","A",30,2336,"Europa","FALSE","TRAPPIST-1e",44,"TRUE",1409,910,17,1452,3782,2,7570,TRUE,2,0,1,1,1,0.5,2,1,2,"Europa","55 Cancri e",2,1,1,0.5,1,1,1,1,0,0,0.0436666666666665,2,0,0,1,0,0,1,0,0,"A/30/S","2336_02","Wezna Fulatorly","FALSE","TRUE","Fulatorly","A/30/S"
"P","A",31,3364,"Europa","FALSE","55 Cancri e",40,"FALSE",0,372,7,5,1467,1,1851,TRUE,1,0,1,0,1,0,1,1,1,"Europa","55 Cancri e",1,0,1,0,0,0,0,0.0302166666666649,0,0,0.0308166666666665,1,1,1,1,1,1,2,1,0.5,"A/31/P","3364_01","Zinon Oilloody","FALSE","TRUE","Oilloody","A/31/P"
"S","A",31,2380,"Europa","TRUE","55 Cancri e",38,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,1,0,0,0.436559523809523,2,1,2,"Europa","55 Cancri e",2,0,0,0.464583333333334,1,1,0,0,1,1,1,2,1,0.5,0,0,0.0253666666666666,1,1,1,"A/31/S","2380_02","Alkurak Entenedy",NA,"FALSE","Entenedy","A/31/S"
"S","A",31,2380,"Europa","FALSE","TRAPPIST-1e",32,"FALSE",0,3561,45,1552,7161,1,12319,TRUE,2,0,1,0,0,0.452947619047618,2,1,2,"Europa","55 Cancri e",2,0,0,0.437616666666667,1,1,0,0,1,1,1,2,1,0.5,0,0,0.0445166666666667,1,1,1,"A/31/S","2380_01","Jabbab Entenedy",NA,"FALSE","Entenedy","A/31/S"
"P","A",32,3508,"Europa","FALSE","TRAPPIST-1e",27,"FALSE",0,599,2751,684,518,1,4552,TRUE,2,0,1,0,0,0.416072619047618,2,1,1,"Europa","TRAPPIST-1e",2,0,0,0.433671428571429,0,1,1,1,0,0,0.0381666666666666,1,0,0,0,0,0.04525,0,0,0.0311249999999996,"A/32/P","3508_01","Okulas Pickleve",NA,"FALSE","Pickleve","A/32/P"
"P","A",32,3508,"Europa","FALSE","TRAPPIST-1e",29,"TRUE",0,3285,0,0,8,2,3293,TRUE,2,0,1,0,0,0.448830952380951,2,1,1,"Europa","TRAPPIST-1e",2,0,0,0.437683333333334,0,1,1,1,0,0,0.0366833333333331,1,0,0,0,0,0.0330833333333333,0,0,0.0526749999999998,"A/32/P","3508_02","Phecca Pickleve",NA,"FALSE","Pickleve","A/32/P"
"S","A",32,2683,"Europa","FALSE","TRAPPIST-1e",36,"FALSE",2,1297,0,4,0,1,1303,TRUE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,0,0,0,0.0375333333333313,0,0,0.045642857142857,0,0,0.0416666666666652,0,0,0.0277738095238095,1,0,0,"A/32/S","2683_01","Zaninon Parbage","TRUE","TRUE","Parbage","A/32/S"
"P","A",33,3884,"Europa","FALSE","TRAPPIST-1e",28,"FALSE",0,182,0,991,1297,1,2470,TRUE,1,0,1,0,0,0.417548809523808,1,1,1,"Europa","TRAPPIST-1e",1,0,0,0.431664285714286,0,0,0,0.0469666666666647,0,0,0.033083333333333,0,0,0.0278999999999985,0,0,0.0366833333333333,1,1,1,"A/33/P","3884_01","Muonin Boxible",NA,"FALSE","Boxible","A/33/P"
"S","A",33,2777,"Europa","TRUE","TRAPPIST-1e",30,"TRUE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.384829761904761,1,1,1,"Europa","TRAPPIST-1e",1,0,0,0.462261904761905,1,0,0,0.0388333333333312,0,0,0.0254166666666664,1,1,1,0,0,0.0276833333333333,0,0,0.0292499999999995,"A/33/S","2777_01","Nunkino Inkcablel",NA,"FALSE","Inkcablel","A/33/S"
"P","A",34,4007,"Europa","FALSE","55 Cancri e",52,"FALSE",0,10,0,178,2195,1,2383,TRUE,1,0,1,0,0,0.39950357142857,1,1,1,"Europa","55 Cancri e",1,0,0,0.43105,0,0,0,0.0366666666666647,1,0,0,0,0,0.0357916666666652,1,0,0,0,0,0.0353714285714282,"A/34/P","4007_01","Sarich Fictful",NA,"FALSE","Fictful","A/34/P"
"S","A",34,2848,"Europa","TRUE","TRAPPIST-1e",35,"FALSE",0,0,0,0,0,1,0,FALSE,3,0,1,0,0,0.444890476190476,3,1,2,"Europa","TRAPPIST-1e",3,0,0,0.461995238095239,3,0,0,0.066799999999998,1,0,0,0,0,0.0441666666666652,1,0,0,0,0,0.0404880952380949,"A/34/S","2848_01","Instab Unkcatted",NA,"FALSE","Unkcatted","A/34/S"
"S","A",34,2848,"Europa","TRUE","55 Cancri e",26,"FALSE",0,0,0,0,0,3,0,FALSE,3,0,1,0,0,0.442797619047618,3,1,2,"Europa","TRAPPIST-1e",3,0,0,0.461588888888889,3,0,0,0.0652999999999979,1,0,0,0,0,0.0421666666666652,1,0,0,0,0,0.048488095238095,"A/34/S","2848_03","Thab Unkcatted",NA,"FALSE","Unkcatted","A/34/S"
"S","A",34,2848,"Europa","TRUE","TRAPPIST-1e",61,"FALSE",0,0,0,0,0,2,0,FALSE,3,0,1,0,0,0.449114285714285,3,1,2,"Europa","TRAPPIST-1e",3,0,0,0.463917460317461,3,0,0,0.0645499999999979,1,0,0,0,0,0.0473333333333319,1,0,0,0,0,0.0412380952380949,"A/34/S","2848_02","Nekkark Unkcatted",NA,"FALSE","Unkcatted","A/34/S"
"P","A",35,4050,"Europa","FALSE","55 Cancri e",36,"FALSE",0,1302,0,2067,10173,1,13542,TRUE,1,0,1,0,1,0,1,1,1,"Europa","55 Cancri e",1,0,1,0,0,1,0,0,0,0,0.0610999999999999,0,0,0.0701666666666653,1,0,0,0,0,0.0341071428571425,"A/35/P","4050_01","Decruxa Dissper","FALSE","TRUE","Dissper","A/35/P"
"S","A",35,2964,"Europa","FALSE","TRAPPIST-1e",26,"FALSE",2050,8525,0,270,636,1,11481,TRUE,1,0,1,0,1,0,1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,0,0,0,0,0.0632499999999986,0,0,0.05425,0,0,0.0439166666666664,"A/35/S","2964_01","Izarfik Holiabler","FALSE","TRUE","Holiabler","A/35/S"
"P","A",36,4226,"Europa","FALSE","TRAPPIST-1e",38,"FALSE",0,9159,5,461,6366,2,15991,TRUE,2,0,1,0,0,0.456192857142856,2,1,1,"Europa","TRAPPIST-1e",2,0,0,0.429795238095238,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0,"A/36/P","4226_02","Okulus Reming",NA,"FALSE","Reming","A/36/P"
"P","A",36,4226,"Europa","TRUE","TRAPPIST-1e",26,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,0,0,0.437849999999999,2,1,1,"Europa","TRAPPIST-1e",2,0,0,0.454771428571429,1,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0,"A/36/P","4226_01","Aspica Reming",NA,"FALSE","Reming","A/36/P"
"S","A",36,2988,"Europa","FALSE","55 Cancri e",33,"FALSE",396,1280,7,308,4941,1,6932,TRUE,1,0,1,0,1,0,1,1,1,"Europa","55 Cancri e",1,0,1,0,0,0,0,0.0474999999999982,1,0,0,1,0,0,3,0,0,1,0,0,"A/36/S","2988_01","Winon Cousel","FALSE","TRUE","Cousel","A/36/S"
"P","A",37,4258,"Europa","FALSE","TRAPPIST-1e",63,"FALSE",0,490,1,2882,18,2,3391,TRUE,3,0,1,0,3,0,3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,0,1,0,0,1,1,1,0,0,0.0545238095238082,0,0,0.0479833333333333,1,0,0,"A/37/P","4258_02","Asteron Perneernal","FALSE","TRUE","Perneernal","A/37/P"
"P","A",37,4258,"Europa","FALSE","TRAPPIST-1e",39,"FALSE",0,266,0,1254,197,1,1717,TRUE,3,0,1,0,3,0,3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,0,1,0,0,1,1,1,0,0,0.0533571428571415,0,0,0.0359666666666667,1,0,0,"A/37/P","4258_01","Misa Perneernal","FALSE","TRUE","Perneernal","A/37/P"
"P","A",37,4258,"Europa","FALSE","TRAPPIST-1e",39,"FALSE",9,1525,0,0,146,3,1680,TRUE,3,0,1,0,3,0,3,1,1,"Europa","TRAPPIST-1e",3,0,3,0,0,1,0,0,1,1,1,0,0,0.0575595238095224,0,0,0.0382166666666667,1,0,0,"A/37/P","4258_03","Menkark Perneernal","FALSE","TRUE","Perneernal","A/37/P"
"S","A",37,3039,"Europa","FALSE","TRAPPIST-1e",32,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,1,0,1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,0,3,0,0,0,0,0.0495416666666665,1,0,0,1,1,1,0,0,0.0349142857142853,"A/37/S","3039_01","Acraban Conamminal","FALSE","TRUE","Conamminal","A/37/S"
"P","A",38,4271,"Europa","TRUE","TRAPPIST-1e",25,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,1,0,0,0.0258666666666646,0,0,0.023333333333333,3,0,0,1,0,0,1,0,0,"A/38/P","4271_01","Tabih Dissper","TRUE","TRUE","Dissper","A/38/P"
"S","A",38,3244,"Europa","TRUE","TRAPPIST-1e",28,"FALSE",0,0,0,0,0,1,0,FALSE,3,0,1,0,0,0.437055952380952,3,1,2,"Europa","TRAPPIST-1e",3,0,0,0.45599880952381,3,1,1,1,1,0,0,1,0,0,0,0,0.0276666666666666,3,0,0,"A/38/S","3244_01","Shaiaz Sessory",NA,"FALSE","Sessory","A/38/S"
"S","A",38,3244,"Europa","TRUE","TRAPPIST-1e",46,"FALSE",0,0,0,0,0,2,0,FALSE,3,0,1,0,0,0.442292857142857,3,1,2,"Europa","TRAPPIST-1e",3,0,0,0.456007142857143,3,1,1,1,1,0,0,1,0,0,0,0,0.0286666666666666,3,0,0,"A/38/S","3244_02","Shain Sessory",NA,"FALSE","Sessory","A/38/S"
"S","A",38,3244,"Europa","TRUE","55 Cancri e",18,"FALSE",0,0,0,0,0,3,0,FALSE,3,0,1,0,0,0.439180952380952,3,1,2,"Europa","TRAPPIST-1e",3,0,0,0.461415476190477,3,1,1,1,1,0,0,1,0,0,0,0,0.0291666666666666,3,0,0,"A/38/S","3244_03","Tarino Sessory",NA,"FALSE","Sessory","A/38/S"
"P","A",39,4460,"Europa","TRUE","55 Cancri e",29,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.405582875457875,1,1,1,"Europa","55 Cancri e",1,0,0,0.44785,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0.038030952380952,"A/39/P","4460_01","Suhaion Headal",NA,"FALSE","Headal","A/39/P"
"S","A",39,3487,"Europa","FALSE","55 Cancri e",46,"FALSE",0,0,0,1529,3069,1,4598,TRUE,1,0,1,0,1,0,1,1,1,"Europa","55 Cancri e",1,0,1,0,0,0,0,0.0502499999999982,1,1,1,0,0,0.055983333333332,1,0,0,1,1,1,"A/39/S","3487_01","Alphah Neceriont","FALSE","TRUE","Neceriont","A/39/S"
"P","A",4,753,"Europa","TRUE","55 Cancri e",42,"FALSE",0,0,0,0,0,3,0,FALSE,3,1,1,2,1,0.666666666666667,2,1,1,"Europa","55 Cancri e",3,2,1,0.666666666666667,2,0,0,0.0572499999999983,1,0,0,1,1,1,2,2,1,1,1,1,"A/4/P","0753_03","Matan Ennalve","TRUE","TRUE","Ennalve","A/4/P"
"P","A",4,753,"Europa","FALSE","55 Cancri e",65,"FALSE",19,1344,4,3190,8,2,4565,TRUE,3,1,1,2,1,0.666666666666667,2,1,1,"Europa","55 Cancri e",3,2,1,0.666666666666667,2,0,0,0.0708333333333319,1,0,0,1,1,1,2,2,1,1,1,1,"A/4/P","0753_02",NA,"FALSE","TRUE",NA,"A/4/P"
"P","A",4,753,"Europa","TRUE","55 Cancri e",34,"FALSE",0,0,0,0,0,1,0,FALSE,3,1,1,2,1,0.666666666666667,2,1,1,"Europa","55 Cancri e",3,2,1,0.666666666666667,2,0,0,0.0567499999999983,1,0,0,1,1,1,2,2,1,1,1,1,"A/4/P","0753_01","Mesarix Ennalve","TRUE","TRUE","Ennalve","A/4/P"
"S","A",4,349,"Europa","TRUE","55 Cancri e",28,"FALSE",0,0,0,0,0,4,0,FALSE,6,0,1,0,0,0.435192063492063,6,1,2,"Europa","TRAPPIST-1e",6,0,0,0.456278571428572,2,3,2,0.666666666666667,2,2,1,1,1,1,1,0,0,1,1,1,"A/4/S","0349_04","Alderak Ametic",NA,"FALSE","Ametic","A/4/S"
"S","A",4,349,"Europa","TRUE","TRAPPIST-1e",21,"FALSE",0,0,0,0,0,2,0,FALSE,6,0,1,0,0,0.436928968253968,6,1,2,"Europa","TRAPPIST-1e",6,0,0,0.459195238095238,2,3,2,0.666666666666667,2,2,1,1,1,1,1,0,0,1,1,1,"A/4/S","0349_02","Kaffias Ametic",NA,"FALSE","Ametic","A/4/S"
"S","A",4,349,"Europa","FALSE","TRAPPIST-1e",33,"FALSE",0,1030,0,3490,5832,1,10352,TRUE,6,0,1,0,0,0.456256349206348,6,1,2,"Europa","TRAPPIST-1e",6,0,0,0.448666666666667,2,3,2,0.666666666666667,2,2,1,1,1,1,1,0,0,1,1,1,"A/4/S","0349_01","Meropus Ametic",NA,"FALSE","Ametic","A/4/S"
"S","A",4,349,"Europa","FALSE","TRAPPIST-1e",26,"FALSE",8,67,0,393,1975,6,2443,TRUE,6,0,1,0,0,0.455423809523809,6,1,2,"Europa","TRAPPIST-1e",6,0,0,0.470995238095238,2,3,2,0.666666666666667,2,2,1,1,1,1,1,0,0,1,1,1,"A/4/S","0349_06","Duhratz Ametic",NA,"FALSE","Ametic","A/4/S"
